popularity,genres,vote_average,budget_adj,revenue_adj
0.45264399999999994,Thriller|Horror|Science Fiction,4.7,0.0,0.0
0.451125,Drama,6.4,0.0,2083713.36014936
0.449196,Comedy|Romance|Music,6.1,0.0,0.0
0.447229,Thriller,3.6,0.0,137552.974249057
0.44645799999999997,Drama,5.4,5066000.77924302,4605455.25385729
0.445011,Romance,6.3,0.0,0.0
0.444337,Action|Comedy|Crime|Thriller,5.7,2486945.83708294,0.0
0.43549,Comedy,5.0,0.0,0.0
0.43084399999999995,Horror,4.9,1105309.26092575,0.0
0.430708,Drama|Comedy,5.7,0.0,0.0
0.43048800000000004,Thriller|Action|Science Fiction,4.1,0.0,0.0
0.42881899999999995,Comedy|Drama|Romance,6.0,0.0,0.0
0.42760200000000004,Drama,6.1,0.0,0.0
0.421838,Thriller|Drama|Romance,5.4,0.0,0.0
0.416516,Family|Comedy,6.5,0.0,0.0
0.413991,Action|Thriller,5.3,0.0,0.0
0.41329499999999997,Action,4.2,0.0,0.0
0.41146499999999997,Crime|Thriller,5.5,7368728.40617167,0.0
0.409047,Thriller|Drama,4.2,0.0,0.0
0.408464,Drama|Comedy,6.0,0.0,15048675.977669
0.407983,Drama,5.7,5526546.30462875,29706.1074784303
0.40674,Action|Crime|Thriller,5.6,0.0,0.0
0.403579,Horror|Romance,7.0,921091.050771459,363830.965054726
0.269741,Drama,5.9,0.0,7599.922259915309
0.40115300000000004,Horror|Thriller,6.1,292906.954145324,111616.892441434
0.40068899999999996,Animation|Family,5.6,27632731.5231437,0.0
0.399827,Drama|Thriller,5.3,0.0,0.0
0.39860100000000004,Drama,6.9,6447637.35540021,13465178.6133711
0.398291,Drama,6.5,0.0,0.0
0.397644,TV Movie|Romance|Family,6.1,0.0,0.0
0.669806999999999,Comedy|Drama,6.2,0.0,6610068.99893061
0.39199,Horror,4.8,0.0,0.0
0.390044,Comedy|Romance,6.0,0.0,0.0
0.44443900000000003,Mystery|Horror|Thriller,4.5,0.0,0.0
0.386307,Comedy,5.7,4605455.25385729,9606709.77986845
0.382465,Animation|Action|Adventure,6.8,0.0,0.0
0.382434,Family|Adventure|Science Fiction,5.7,11974183.660028901,41725424.5999471
0.38060700000000003,Drama,5.6,0.0,116195.636054819
0.380414,Adventure|Action,5.4,0.0,0.0
0.336024,Thriller|Horror|Mystery,5.2,0.0,0.0
0.37911300000000003,Fantasy|Adventure,5.0,0.0,0.0
0.378725,Comedy|Drama|Music,6.7,0.0,0.0
0.375458,Action|Drama|Thriller,4.9,3223818.6777001,0.0
0.389417,Action|Horror|Science Fiction,3.8,0.0,0.0
0.510296,Western|Action|Drama|Science Fiction,5.4,0.0,0.0
0.366176,Thriller|Drama,5.3,2302727.62692864,0.0
0.363927,TV Movie|Crime|Mystery|Thriller,4.9,0.0,0.0
0.36377600000000004,Crime|Drama|Family|Romance,6.0,0.0,0.0
0.360727,Comedy|Romance,6.7,0.0,2877454.36224116
0.360228,Family|Animation|Music,6.7,0.0,0.0
0.359568,Action|Thriller,3.8,23027276.269286398,0.0
0.358186,Horror,5.3,0.0,0.0
0.35561,Drama|Action|Adventure,5.6,0.0,0.0
0.354648,Comedy,3.9,0.0,0.0
0.35239299999999996,Thriller,5.1,0.0,0.0
0.35144899999999996,Comedy,3.8,0.0,0.0
0.350612,Thriller|Crime|Drama,5.6,23027276.269286398,36080177.2916054
0.350213,Action|Drama,5.4,0.0,0.0
0.34710799999999997,Adventure|Science Fiction|Action|Thriller,5.2,0.0,0.0
0.34694400000000003,Crime|Drama|Thriller,3.9,0.0,0.0
0.34621599999999997,Drama|Comedy,4.7,1842182.10154291,0.0
0.34388,Drama|Action|Comedy|Crime,6.0,9.21091050771459,0.0
0.343814,Thriller|Drama,5.3,0.0,0.0
0.34162,Comedy,6.7,11697856.344797501,3159358.88378502
0.340735,Documentary,7.2,0.0,0.0
0.340308,Drama,6.5,3684364.20308583,2178810.48459521
0.34010100000000004,Comedy,5.3,4605455.25385729,0.0
0.33974899999999997,Horror|Science Fiction,4.6,0.0,0.0
0.338489,Horror,5.1,0.0,0.0
0.369555,Drama,7.1,0.0,0.0
0.5395979999999989,Horror,5.8,0.0,0.0
0.33303499999999997,Drama,5.3,0.0,0.0
0.33291,Documentary|Drama,6.6,0.0,0.0
0.332041,Thriller|Horror|Mystery,4.3,0.0,0.0
0.331919,Drama|Thriller|Action,4.7,1381636.57615718,0.0
0.33064499999999997,Comedy|Romance,7.1,0.0,0.0
0.330541,Science Fiction|Adventure|Comedy,5.8,300208.442904789,0.0
0.330431,,6.8,0.0,0.0
0.276845,Science Fiction|Drama|Thriller,6.1,0.0,0.0
0.460808,Comedy|Drama,5.9,0.0,12682.5026780722
0.324403,Horror|Science Fiction,4.0,0.0,0.0
0.30353800000000003,Drama|Mystery|Thriller|TV Movie,6.4,0.0,0.0
0.323009,Drama|Crime|TV Movie,5.9,0.0,0.0
0.362439,Music|Romance|Drama,6.0,0.0,929951.946679881
0.318941,Science Fiction,4.8,460545.525385729,13816365.761571802
0.318608,Comedy|Drama|Music|Romance,5.4,0.0,0.0
0.317225,Drama|Comedy,5.9,4605455.25385729,69213.5448281198
0.404018,Horror,4.6,0.0,0.0
0.316313,Thriller|Crime|Drama,5.4,0.0,0.0
0.315839,Romance|Drama,6.4,0.0,0.0
0.689942,Action|Comedy|Horror,5.2,0.0,0.0
0.309771,Thriller|Horror|Science Fiction,4.7,0.0,0.0
0.309634,Horror,3.9,0.0,0.0
0.309101,Comedy,5.6,0.0,0.0
0.512023,Thriller|Horror,5.0,0.0,0.0
0.308899,Drama,6.3,0.0,0.0
0.43435,Action|Drama|Thriller,4.4,0.0,0.0
0.306919,Comedy|Family|Romance,6.5,9210910.50771459,0.0
0.306026,Romance|Comedy,5.8,0.0,4102101.10079591
0.304992,Thriller|Crime,6.2,0.0,0.0
0.12871,Comedy|Drama,5.9,0.0,0.0
0.302498,Drama,4.4,0.0,0.0
0.30149699999999996,Horror,6.0,0.0,0.0
0.300442,Drama,6.1,15658547.8631148,27438381.311431
0.299103,War|Adventure,6.5,0.0,0.0
0.29889899999999997,Documentary,6.4,0.0,0.0
0.296822,Comedy,5.6,0.0,0.0
0.29562,Horror,4.1,0.0,0.0
0.29364,Thriller|Crime|Drama,5.0,0.0,0.0
0.293107,Documentary,7.7,0.0,0.0
0.292497,Thriller|Action,5.5,0.0,0.0
0.292107,Fantasy|Horror,5.1,0.0,0.0
0.29125300000000004,TV Movie|Documentary,6.3,0.0,0.0
0.290104,Horror|Thriller,4.2,0.0,2538.5269359261397
0.290033,Science Fiction|Comedy|Drama|Romance,6.7,0.0,0.0
0.289951,Romance|Comedy|Drama,6.8,0.0,0.0
0.289238,Thriller|Horror,4.7,0.0,0.0
0.289102,Horror|Mystery|Thriller,5.7,0.0,0.0
0.288414,Drama,5.0,0.0,0.0
0.288035,Horror|Thriller,7.4,0.0,0.0
0.286381,Drama,7.8,0.0,0.0
0.285328,Thriller|Drama,6.8,0.0,0.0
0.283225,Horror,4.5,6447637.35540021,33559008.31653111
0.280438,Drama|Thriller|Action|Crime,5.3,0.0,0.0
0.280105,Thriller|Drama|Crime|Mystery,5.6,0.0,0.0
0.38421,Drama|Western,4.8,0.0,0.0
0.279115,Adventure|Science Fiction|Fantasy|Family,4.3,0.0,0.0
0.278064,Drama,3.8,0.0,0.0
0.277049,Horror,5.4,0.0,0.0
0.275803,Romance|Comedy,4.9,0.0,0.0
0.272995,Family|Fantasy|Comedy|Romance,5.5,0.0,0.0
0.27169699999999997,Drama|Action|Crime,5.2,4605455.25385729,0.0
0.270806,Romance|Drama,5.6,0.0,0.0
0.26952800000000005,Thriller|War|Adventure|Drama,5.8,0.0,0.0
0.269468,TV Movie|Documentary,7.2,0.0,0.0
0.26927399999999996,Comedy,6.3,0.0,0.0
0.26903299999999997,Comedy,3.7,0.0,0.0
0.205077,Drama|Comedy,6.2,921091.050771459,0.0
0.267446,Comedy|Adventure,5.8,0.0,0.0
0.264523,Mystery|Thriller|Crime,5.1,0.0,0.0
0.264059,Animation|Science Fiction|Action,6.4,0.0,0.0
0.261284,Action|Drama|Horror|Thriller,5.6,0.0,0.0
0.259735,Drama,6.1,0.0,0.0
0.258304,Thriller,4.4,0.0,0.0
0.258209,Action|Science Fiction,3.0,0.0,0.0
0.256655,Animation|Comedy|Family|Mystery,6.2,0.0,0.0
0.255838,Horror,4.6,2763273.15231437,0.0
0.252762,History|Documentary|Animation,6.0,0.0,0.0
0.24686999999999998,Horror,4.5,0.0,0.0
0.751476,Romance|Comedy|Drama,6.0,4605455.25385729,3697062.36431177
0.431184,Documentary,6.6,0.0,6636.46102080836
0.374265,Drama,5.6,0.0,0.0
0.634232,Thriller|Science Fiction|Action,2.4,0.0,0.0
0.240398,Music|Drama|Comedy,7.1,4605455.25385729,0.0
0.239934,Adventure|Romance|Drama,6.6,0.0,0.0
0.239862,Action|Adventure|Thriller|Romance,6.2,0.0,0.0
0.23712600000000003,Action,4.2,0.0,0.0
0.342044,TV Movie|Drama|History,7.1,0.0,0.0
0.23281999999999997,Drama|Crime|Thriller,5.0,0.0,0.0
0.23236500000000002,Drama,7.0,0.0,0.0
0.23224099999999998,Documentary,7.7,0.0,0.0
0.23157800000000003,Romance|Comedy,6.1,0.0,7612.81753462611
0.23063699999999998,Thriller|Horror,4.9,0.0,0.0
0.22992600000000002,Thriller|Horror,5.6,0.0,0.0
0.22849499999999998,Comedy|Drama|Romance,6.2,0.0,0.0
0.227613,Horror,4.1,0.0,0.0
0.32145300000000004,Action,4.9,6447637.35540021,0.0
0.226863,War|Drama,6.2,0.0,0.0
0.226028,Documentary,7.8,0.0,1384967.24139677
0.129935,Drama,7.2,0.0,1064781.2546918
0.43327299999999996,Horror|Thriller|Action,5.5,0.0,0.0
0.22306700000000002,Documentary,7.0,0.0,0.0
0.34522600000000003,Music|Drama,7.4,0.0,25982.136360161297
0.22195700000000002,Drama,5.3,9210910.50771459,0.0
0.22156399999999998,Drama,5.0,0.0,0.0
0.253943,Documentary,7.6,0.0,0.0
0.22006399999999998,Documentary,7.8,0.0,0.0
0.219862,Adventure|Animation|Science Fiction,6.8,0.0,0.0
0.21967899999999999,Documentary,6.9,0.0,0.0
0.217873,Adventure|Family,4.9,5526546.30462875,0.0
0.217415,TV Movie|Romance|Drama|Thriller,6.1,0.0,0.0
0.21533000000000002,Adventure|Animation|Action,6.2,0.0,0.0
0.21284099999999997,Thriller|Horror,5.1,0.0,0.0
0.212083,Comedy,4.9,0.0,0.0
0.21179099999999998,Documentary|War,7.9,0.0,0.0
0.210808,Documentary,7.9,0.0,0.0
0.209046,Action,2.8,0.0,0.0
0.171104,Horror|Thriller,4.9,0.0,0.0
0.208431,Comedy,5.2,0.0,0.0
0.492782,Horror|Science Fiction|Thriller,4.6,0.0,0.0
0.20534299999999997,Action|Crime|Drama,6.8,0.0,0.0
0.203043,Drama|Science Fiction,6.1,0.0,0.0
0.202776,Action|Animation,7.6,0.0,0.0
0.202449,Drama|War|Thriller,5.9,0.0,0.0
0.20162,Action,5.3,0.0,0.0
0.201445,Drama|Thriller,4.8,0.0,0.0
0.222714,Thriller|Action|Crime,5.5,0.0,0.0
0.199012,Drama|Documentary|Comedy,6.2,0.0,0.0
0.19853099999999999,Adventure|Animation|Family,4.9,0.0,0.0
0.19733599999999998,Horror|Thriller,5.9,0.0,0.0
0.376205,Music|Drama,5.0,11053092.6092575,0.0
0.56672,Drama,4.6,1842182.10154291,0.0
0.196408,Crime|Drama,5.8,0.0,0.0
0.195167,Documentary,7.8,0.0,141402.213750231
0.194413,Action|Crime|Drama|Mystery|Thriller,4.7,3684364.20308583,0.0
0.19428299999999998,Documentary,7.5,0.0,0.0
0.193689,Drama,6.7,0.0,0.0
0.161001,Fantasy|Horror,3.8,144298.124013856,0.0
0.370212,Drama|Fantasy|Romance,5.0,0.0,0.0
0.310285,Animation|Comedy|Family|Adventure,3.4,0.0,0.0
0.191091,Family|Science Fiction,5.8,0.0,0.0
0.19104000000000002,Drama,5.1,7368728.40617167,48897.039521253704
0.189201,War|Action,5.4,0.0,0.0
0.18826400000000001,Science Fiction|Action|Fantasy,4.9,0.0,0.0
0.08329500000000001,Action|War|Drama,4.7,0.0,0.0
0.186933,Drama|Mystery|Thriller,5.4,875036.498232886,0.0
0.131462,Horror|Comedy,5.1,0.0,0.0
0.186159,Drama,5.5,0.0,0.0
0.18545,History|Comedy|Documentary,7.1,0.0,0.0
0.184506,Adventure|Action|Animation|Fantasy,5.8,5526546.30462875,0.0
0.184395,Family|Animation|Action|Science Fiction,5.8,0.0,0.0
0.183417,Documentary,5.2,16.5796389138862,0.0
0.182975,Thriller|Horror,6.1,6355528.25032307,0.0
0.182618,Action|Thriller|War,5.2,0.0,0.0
0.181227,Drama,6.5,0.0,0.0
0.18041,Horror,4.1,0.0,0.0
0.18013900000000002,Drama,6.0,0.0,0.0
0.18013099999999999,Comedy,5.2,0.0,0.0
0.179072,Music|Drama,4.7,0.0,0.0
0.178898,Science Fiction|Adventure|Drama|Fantasy,7.9,0.0,0.0
0.177674,Drama,7.1,0.0,0.0
0.177102,Horror,4.1,0.921091050771459,0.0
0.22661399999999998,Comedy|Music,6.5,0.0,0.0
0.175793,Adventure|Documentary,7.9,0.0,0.0
0.17561500000000002,Romance,6.8,0.0,0.0
0.281505,Romance|Drama|Fantasy,6.3,0.0,0.0
0.24077600000000002,Thriller|Horror,4.8,0.0,2496.15674759065
0.23759,Thriller|Drama|Crime,5.5,0.0,0.0
0.169396,Action|Adventure,5.3,0.0,0.0
0.168968,Comedy,5.8,0.0,0.0
0.167827,Horror|Thriller,5.2,0.0,0.0
0.16708399999999898,Romance|Drama,6.5,0.0,0.0
0.288731,Drama,5.8,0.0,0.0
0.166098,Adventure|Action,6.4,0.0,0.0
0.165741,Drama|Thriller,5.9,0.0,0.0
0.16369,Thriller|Horror|Science Fiction,3.3,0.0,0.0
0.16367400000000001,Horror|Comedy,4.5,0.0,0.0
0.163367,Horror,4.7,0.0,0.0
0.163139,Music,6.9,0.0,0.0
0.161591,Drama|Comedy,5.9,0.0,0.0
0.23546799999999998,Action,4.3,0.0,0.0
0.16084,Thriller|Horror,4.3,0.0,1077310.85625545
0.110411,Adventure|Action,5.3,0.0,0.0
0.15903699999999898,Documentary,6.9,0.0,0.0
0.158245,Comedy|Drama|Romance,5.6,0.0,0.0
0.156677,Drama|Music,4.8,0.0,0.0
0.155114,Animation,7.3,0.0,0.0
0.15304700000000002,Animation|Comedy|Science Fiction,7.8,0.0,0.0
0.151929,TV Movie|Science Fiction|Action|Adventure|Horror,3.7,0.0,0.0
0.151591,Comedy,5.2,5434437.19955161,21185094.1677435
0.148877,Comedy|Drama,5.9,0.0,0.0
0.17366700000000002,Documentary,7.2,0.0,0.0
0.145525,Comedy|Drama,6.9,0.0,0.0
0.028695,Drama|Science Fiction|TV Movie,5.5,0.0,0.0
0.087132,Drama|Comedy,4.9,0.0,0.0
0.142619,Thriller|Science Fiction|Horror,4.6,0.0,0.0
0.14088299999999898,Documentary|History,7.2,0.0,0.0
0.140245,Crime|Documentary,6.0,0.0,0.0
0.093198,Thriller,4.6,460545.525385729,0.0
0.138246,Drama,6.6,0.0,0.0
0.137962,War|Documentary,5.9,0.0,0.0
0.137202,Comedy|Romance,6.4,0.0,0.0
0.26608699999999996,Crime|Drama,6.1,0.0,0.0
0.134767,Drama|Crime,4.7,0.0,0.0
0.13276400000000002,Mystery|Thriller|Horror,4.8,0.0,0.0
0.13154000000000002,Comedy,5.6,0.0,0.0
0.140935,Drama,7.4,0.0,0.0
0.130592,Comedy,4.3,0.0,0.0
0.130097,Comedy,5.4,7368728.40617167,0.0
0.130077,TV Movie|Drama,5.7,0.0,0.0
0.129531,Drama|Horror|Mystery|Science Fiction|Thriller,8.8,0.0,0.0
0.126283,Thriller|Horror,4.5,0.0,0.0
0.12468499999999999,Comedy|Romance,4.8,0.0,0.0
0.11989100000000001,Documentary,7.0,138163.657615718,0.0
0.11941500000000001,Comedy,5.2,0.0,0.0
0.11813699999999999,Horror|Comedy,2.4,1289527.47108004,0.0
0.11804400000000001,Documentary,7.2,0.0,0.0
0.117257,Thriller|Horror,3.8,0.0,0.0
0.11619000000000002,Documentary,7.6,107.76765294025999,0.0
0.113265,History|Crime|Horror|Documentary,5.4,0.0,0.0
0.136026,Drama|Romance|Comedy,5.9,0.0,0.0
0.11264600000000001,Family|Adventure,4.9,16579638.9138862,0.0
0.110972,Comedy|Family,5.3,0.0,0.0
0.110266,War|Documentary|History,6.5,0.0,0.0
0.109921,Drama,7.2,0.0,0.0
0.109904,Horror,4.6,0.0,0.0
0.109169,Comedy|Romance,5.1,0.0,0.0
0.10762100000000001,Adventure|Animation|Family|Fantasy,7.8,0.0,0.0
0.105045,Documentary,7.7,0.0,0.0
0.20035999999999998,Action|Crime|Drama,5.9,0.0,0.0
0.102977,History|Drama,6.9,14737456.812343301,0.0
0.10215199999999999,Thriller|Drama|Horror|Mystery,6.1,0.0,0.0
0.101299,Comedy|Drama,5.4,0.0,0.0
0.100979,Romance|Drama,6.5,0.0,0.0
0.097665,Romance|Adventure|Drama,4.5,0.0,0.0
0.09753099999999999,Drama|Music|Comedy,8.1,0.0,0.0
0.09733,Adventure|Fantasy|Romance|Science Fiction,6.6,0.0,0.0
0.130742,Romance|Comedy,5.1,0.0,0.0
0.09563300000000001,Thriller|Horror,5.4,0.0,0.0
0.095529,Drama,5.5,0.0,0.0
0.095479,Drama|TV Movie,7.6,0.0,0.0
0.095473,Adventure|Action,4.1,0.0,0.0
0.095131,Documentary,7.7,0.0,0.0
0.0951,Comedy|Animation,6.9,0.0,0.0
0.094574,Family|Fantasy|Horror,5.2,0.0,0.0
0.093377,Drama|History,6.7,0.0,0.0
0.093062,Documentary,6.7,0.0,0.0
0.17161700000000002,Thriller,4.1,2763273.15231437,0.0
0.092777,Comedy|Romance,5.3,0.0,0.0
0.090297,Horror|Thriller,4.8,6447637.35540021,0.0
0.088805,Drama|Comedy,4.2,0.0,0.0
0.135376,Romance|Music|Comedy,5.7,0.0,0.0
0.08675,Comedy,7.4,0.0,0.0
0.083258,Comedy,7.5,0.0,0.0
0.082565,Crime|Thriller,5.4,0.0,0.0
0.081879,Comedy|Documentary,6.4,0.0,0.0
0.162234,Drama|Action|Crime,5.3,0.0,0.0
0.045555,Documentary,7.5,0.0,0.0
0.079478,Documentary,7.2,0.0,0.0
0.135675,Crime|Drama|Thriller,5.1,0.0,0.0
0.078872,Documentary|History,6.8,0.0,0.0
0.078644,Comedy|Romance,6.0,0.0,0.0
0.067359,Comedy|Romance,6.7,0.0,0.0
0.076463,Drama|Thriller,6.0,1842182.10154291,0.0
0.07643,Drama|Comedy,4.9,921091.050771459,0.0
0.076348,Romance|Comedy|Drama,5.7,0.0,0.0
0.07628,Documentary,6.8,0.0,0.0
0.0759649999999999,Comedy,4.1,0.0,0.0
0.075351,Documentary,7.4,0.0,177217.918168428
0.113875,Thriller,5.2,0.0,0.0
0.074121,Comedy,6.8,0.0,0.0
0.03551,Documentary|Music,7.6,690818.288078594,0.0
0.07263700000000001,Thriller|Crime|Action|Drama,6.5,0.0,0.0
0.072514,Documentary,6.7,0.0,0.0
0.0722169999999999,Horror,4.6,0.0,0.0
0.015668,Thriller|Action|Drama,6.7,0.0,0.0
0.043408999999999996,Romance|Comedy,5.5,0.0,0.0
0.04501,Science Fiction,7.8,0.0,0.0
0.069212,Drama|Music,5.4,0.0,60294.6201834997
0.068752,Mystery|Thriller,4.7,2763273.15231437,0.0
0.068642,Romance|Drama,6.6,0.0,0.0
0.065064,Comedy,7.0,0.0,0.0
0.064907,Comedy|Romance,6.7,0.0,0.0
0.064238,Documentary,6.3,0.0,0.0
0.063621,War|Action|Drama,4.9,0.0,0.0
0.131326,Thriller,4.9,0.0,0.0
0.166508,Comedy|Western,7.0,0.0,0.0
0.185882,Documentary,6.8,0.0,0.0
0.056152999999999995,Documentary,6.8,0.0,0.0
0.0527299999999999,Documentary,5.6,0.0,0.0
0.048917,Drama,6.0,0.0,0.0
0.048493,Documentary,7.4,0.0,0.0
0.132698,Drama|Horror,3.9,184218.210154291,0.0
0.046303,Drama,6.0,0.0,0.0
0.09638300000000001,Comedy,7.2,0.0,0.0
0.04464,Comedy,6.9,0.0,0.0
0.190655,Documentary,6.5,0.0,0.0
0.042677,Documentary|Music,6.9,0.0,0.0
0.038363999999999995,Documentary,6.8,0.0,0.0
0.037459,Thriller|Horror|Mystery,3.4,2993545.91500724,0.0
0.104985,Horror,5.6,0.0,0.0
0.034572000000000006,Romance|Comedy,6.1,0.0,0.0
0.032878,War|Action,5.2,0.0,0.0
0.036904,Documentary|Drama|Music,6.0,0.0,0.0
0.027993999999999998,Adventure|Drama,7.0,0.0,4493305.04969746
0.097151,Documentary,7.2,0.0,0.0
0.02592,Adventure|Documentary,7.2,0.0,0.0
0.023903,Documentary|Music,6.4,0.0,0.0
0.022635,Comedy,6.6,0.0,0.0
0.021498,Mystery|Drama|Fantasy,6.5,0.0,0.0
0.021036000000000003,Comedy|Drama,6.3,0.0,0.0
0.020923,Action,6.0,0.0,4826.51710604244
0.020673,Drama,7.0,0.0,0.0
0.0786029999999999,Documentary,7.5,0.0,0.0
0.0174,Science Fiction,6.9,0.0,0.0
0.018014,Family|Comedy,5.4,7829273.9315574,0.0
0.017292,Drama|Documentary,6.8,0.0,0.0
0.015776,Mystery|Horror,4.1,0.0,0.0
0.015258,Comedy,5.4,0.0,0.0
0.005725,Documentary,6.5,0.0,0.0
0.012325,Documentary,6.8,0.0,0.0
0.012014,Documentary,6.4,0.0,0.0
0.011229000000000001,Horror|Thriller,5.5,0.0,0.0
0.0029219999999999997,Comedy,6.0,4.60545525385729,0.0
0.010047,Romance|Comedy,5.8,0.0,0.0
0.008,Documentary,6.0,0.0,0.0
0.007622,Documentary|Thriller,7.1,0.0,0.0
0.005972,Documentary,7.1,0.0,0.0
0.044654,Drama|Action|Crime,5.2,0.0,0.0
0.00584399999999999,Documentary,7.0,0.0,0.0
0.147999,Crime,4.9,0.0,0.0
0.005266,Romance|Comedy|Drama,5.8,2292964.06179047,0.0
0.0048530000000000005,Documentary|Music,8.3,0.0,0.0
0.034538,Documentary,6.7,0.0,0.0
0.004282,Drama|Comedy|Romance,6.4,0.0,0.0
0.032049,Romance|Drama,4.2,0.0,0.0
0.023872,Documentary,7.1,0.0,0.0
0.0035039999999999997,Documentary,6.5,0.0,0.0
0.0025989999999999997,Documentary,5.8,0.0,0.0
12.037933,Adventure|Action|Science Fiction,7.9,39575591.3582738,2789712242.27745
2.379469,Adventure|Action|Thriller,6.2,50368934.4559849,667167740.424415
1.719385,Fantasy|Family|Animation|Adventure,6.6,4317337.23908442,256219102.706214
1.179653,Comedy|Drama|Romance,7.6,14391124.1302814,137620251.33378702
1.104997,Fantasy|Animation|Comedy|Family,6.4,35977810.325703494,0.0
1.104816,Science Fiction|Drama,7.0,71955620.65140699,1092964988.91343
1.048838,Drama|History|War,6.4,79151182.7165477,182587387.40294498
0.912502,Animation|Family,7.1,0.0,0.0
0.9056569999999999,Romance|Comedy|Family|Action|Adventure,6.4,0.0,0.0
0.75125,Action|Adventure|Family|Fantasy|Science Fiction,5.9,12592233.613996198,57564496.5211256
0.622492,Action|Adventure|Drama|War,6.1,0.0,0.0
0.602862,Drama|Music,6.3,12592233.613996198,853081315.967563
0.560826,Comedy|Music,6.2,12232455.5107391,111758008.93041201
0.541642,Action|Adventure|Comedy,6.9,0.0,455973514.57515
0.520725,Documentary,7.0,0.0,0.0
0.49548000000000003,Drama|Action|Crime|Thriller,6.7,19787795.6791369,95034155.5342327
0.474001,Drama|Action|History|War,6.0,21586686.1954221,0.0
0.43450900000000003,Drama|Music|Romance,5.6,0.0,0.0
0.407317,Drama|Comedy,7.3,0.0,100737868.91196899
0.400457,Drama|War,5.9,3238002.92931331,0.0
0.39865100000000003,Drama,5.0,0.0,0.0
0.39105500000000004,Fantasy|Drama|Horror|Thriller,5.5,0.0,0.0
0.375967,Horror|Thriller|Fantasy,4.6,50368934.4559849,110628679.855412
0.373131,Action|Adventure|Drama|Thriller,5.7,21586686.1954221,107933430.97711
0.346062,Fantasy|Comedy,5.8,0.0,0.0
0.331417,Science Fiction|Fantasy|Horror|Drama,7.1,35977.8103257035,25184467.227992397
0.320214,Action|Crime|Drama|Thriller,6.3,0.0,0.0
0.318679,Adventure|Drama|Action|History,7.2,0.0,0.0
0.31235799999999997,Adventure|Animation|Family,5.8,10793343.097711,0.0
0.30428499999999997,History|Adventure,5.9,0.0,0.0
0.28016599999999997,Action|Adventure|Drama|Thriller,6.1,0.0,0.0
0.267177,Family,7.1,0.0,0.0
0.062898,Drama|Mystery,5.3,0.0,0.0
0.24162899999999998,Western,5.6,0.0,0.0
0.22879699999999997,Drama|Adventure|Horror,5.0,21586686.1954221,52951615.9613396
0.219941,Action|Thriller|Adventure,7.4,79151182.7165477,43173372.3908442
0.19154100000000002,Drama|Thriller|Mystery,5.8,2914202.63638198,4526008.5389735
0.078067,Fantasy|Comedy,5.6,0.0,149981572.165551
0.288587,Drama,6.1,5396671.54885552,0.0
0.164123,Horror|Science Fiction,5.7,1798890.51628517,61162277.553695895
0.16331500000000002,Horror|Mystery,6.2,0.0,0.0
0.17565699999999898,Animation|Fantasy|Science Fiction,6.0,4317337.23908442,32380029.2931331
0.15041,Action|Thriller,6.0,0.0,0.0
0.137351,Horror,6.0,827489.63749118,89944525.8142588
0.24469000000000002,Horror|Science Fiction,5.2,0.0,0.0
0.125508999999999,Comedy,6.2,2158668.61954221,0.0
0.11406199999999901,Science Fiction,5.1,0.0,0.0
0.11371400000000001,Horror,6.3,0.0,0.0
0.112001,Mystery|Thriller|Adventure,5.7,0.0,0.0
0.108321,Horror|Science Fiction,4.6,0.0,0.0
0.046957,Science Fiction|Horror|Thriller,5.5,0.0,0.0
0.097126,Horror|Drama|Mystery,6.3,0.0,10.793343097711
0.140163,Comedy|Romance,6.5,0.0,366973665.322175
0.080226,Drama,6.2,0.0,0.0
0.121361,Horror|Science Fiction,6.1,1906823.94726228,0.0
0.071172,Horror,4.9,719556.20651407,0.0
0.002457,Drama|Comedy|Family,7.5,0.0,0.0
9.432768,Action|Adventure|Fantasy|Science Fiction,7.1,240886902.887613,2827123750.41189
6.098027,Drama|Action|Thriller|War,7.7,71148030.38874671,324364937.762752
5.806897,Fantasy|Action|Adventure|Science Fiction|Thriller,6.2,35574015.194373295,92825002.67821509
5.076472,Adventure|Fantasy|Family,7.3,254100108.531238,949276533.285793
4.9089019999999906,Animation|Comedy|Family|Adventure,7.6,177870075.97186598,743337082.495734
3.82957,Science Fiction|Action|Adventure,7.3,152460065.118743,392005772.74790496
3.7896330000000003,Drama|Action|Thriller|Science Fiction,5.8,203280086.82499,377443351.430004
3.7449559999999997,Action|Thriller|Science Fiction,7.1,30492013.023748603,214277144.142453
3.4315589999999996,Adventure|Drama|Action|Comedy|Thriller,6.9,91476039.0712458,532622976.829525
3.244139,Comedy|Drama|Romance,7.3,7623003.25593715,61718613.19885401
3.1549139999999998,Animation|Comedy|Family|Adventure,6.4,91476039.0712458,901228865.731673
3.15306,Comedy,7.1,35574015.194373295,466802856.532436
3.038063,Action|Mystery|Science Fiction,6.8,132132056.436243,188297310.746747
2.9797860000000003,Action|Adventure|Science Fiction,5.6,203280086.82499,782276248.083831
2.8464650000000002,Action|Adventure|Animation|Science Fiction|Thriller,6.5,30492013.023748603,49222304.257030606
2.8415619999999997,Thriller|Mystery,6.3,152460065.118743,362462054.214392
2.463982,Romance|Family|Animation|Music,6.5,106722045.58311999,271425431.47722995
2.367474,Drama,7.1,29475612.589623604,314279459.502642
2.041804,Comedy|Horror,7.1,23987050.245348897,104070645.115453
